Rxn name	Formula	Gene-reaction association	LB	UB	Objective
Tc2eC04281_c	C04281_c  <=> C04281_e 		-50.00	 50.00	  0.00
Tc2eC05335_c	C05335_c  <=> C05335_e 		-50.00	 50.00	  0.00
Tc2eC05512_c	C05512_c  <=> C05512_e 		-50.00	 50.00	  0.00
Tc2eC05527_c	C05527_c  <=> C05527_e 		-50.00	 50.00	  0.00
Tc2eC05528_c	C05528_c  <=> C05528_e 		-50.00	 50.00	  0.00
Tc2eC05684_c	C05684_c  <=> C05684_e 		-50.00	 50.00	  0.00
Tc2eC05691_c	C05691_c  <=> C05691_e 		-50.00	 50.00	  0.00
Tc2eC05692_c	C05692_c  <=> C05692_e 		-50.00	 50.00	  0.00
Tc2eC05697_c	C05697_c  <=> C05697_e 		-50.00	 50.00	  0.00
Tc2eC05698_c	C05698_c  <=> C05698_e 		-50.00	 50.00	  0.00
Tc2eC05703_c	C05703_c  <=> C05703_e 		-50.00	 50.00	  0.00
Tc2eC05726_c	C05726_c  <=> C05726_e 		-50.00	 50.00	  0.00
Tc2eC05729_c	C05729_c  <=> C05729_e 		-50.00	 50.00	  0.00
Tc2eC05841_c	C05841_c  <=> C05841_e 		-50.00	 50.00	  0.00
Tc2eC05946_c	C05946_c  <=> C05946_e 		-50.00	 50.00	  0.00
Tc2eC05947_c	C05947_c  <=> C05947_e 		-50.00	 50.00	  0.00
Tc2eC07648_c	C07648_c  <=> C07648_e 		-50.00	 50.00	  0.00
Tc2eC07649_c	C07649_c  <=> C07649_e 		-50.00	 50.00	  0.00
Tc2eC09332_c	C09332_c  <=> C09332_e 		-50.00	 50.00	  0.00
Tc2eC11355_c	C11355_c  <=> C11355_e 		-50.00	 50.00	  0.00
Tc2eC12205_c	C12205_c  <=> C12205_e 		-50.00	 50.00	  0.00
Tc2eC16565_c	C16565_c  <=> C16565_e 		-50.00	 50.00	  0.00
Tc2eC16614_c	C16614_c  <=> C16614_e 		-50.00	 50.00	  0.00
Tc2eC16633_c	C16633_c  <=> C16633_e 		-50.00	 50.00	  0.00
Tc2eC16663_c	C16663_c  <=> C16663_e 		-50.00	 50.00	  0.00
Tc2eC16664_c	C16664_c  <=> C16664_e 		-50.00	 50.00	  0.00
Tc2eC16681_c	C16681_c  <=> C16681_e 		-50.00	 50.00	  0.00
Tc2eC16682_c	C16682_c  <=> C16682_e 		-50.00	 50.00	  0.00
Tc2eC18902_c	C18902_c  <=> C18902_e 		-50.00	 50.00	  0.00
Tc2eC00109_c	C00109_c  <=> C00109_e 		-50.00	 50.00	  0.00
Tc2eC00153_c	C00153_c  <=> C00153_e 		-50.00	 50.00	  0.00
Tc2eC00330_c	C00330_c  <=> C00330_e 		-50.00	 50.00	  0.00
Tc2eC00387_c	C00387_c  <=> C00387_e 		-50.00	 50.00	  0.00
Tc2eC00475_c	C00475_c  <=> C00475_e 		-50.00	 50.00	  0.00
Tc2eC00526_c	C00526_c  <=> C00526_e 		-50.00	 50.00	  0.00
Tc2eC00881_c	C00881_c  <=> C00881_e 		-50.00	 50.00	  0.00
Tc2eC01762_c	C01762_c  <=> C01762_e 		-50.00	 50.00	  0.00
Tc2eC03150_c	C03150_c  <=> C03150_e 		-50.00	 50.00	  0.00
Tc2eC05823_c	C05823_c  <=> C05823_e 		-50.00	 50.00	  0.00
Tc2eC05984_c	C05984_c  <=> C05984_e 		-50.00	 50.00	  0.00
Tc2eC11537_c	C11537_c  <=> C11537_e 		-50.00	 50.00	  0.00
Tc2eC12739_c	C12739_c  <=> C12739_e 		-50.00	 50.00	  0.00
Tc2eC15586_c	C15586_c  <=> C15586_e 		-50.00	 50.00	  0.00
Tc2eC15587_c	C15587_c  <=> C15587_e 		-50.00	 50.00	  0.00
Tc2eC16635_c	C16635_c  <=> C16635_e 		-50.00	 50.00	  0.00
Tc2eC20463_c	C20463_c  <=> C20463_e 		-50.00	 50.00	  0.00
Tc2eC00422_c	C00422_c  <=> C00422_e 		-50.00	 50.00	  0.00
Tc2eC00836_c	C00836_c  <=> C00836_e 		-50.00	 50.00	  0.00
Tc2eC02934_c	C02934_c  <=> C02934_e 		-50.00	 50.00	  0.00
Tc2eC01092_c	C01092_c  <=> C01092_e 		-50.00	 50.00	  0.00
Tc2eC03201_c	C03201_c  <=> C03201_e 		-50.00	 50.00	  0.00
Tc2eC03454_c	C03454_c  <=> C03454_e 		-50.00	 50.00	  0.00
Tc2eC03508_c	C03508_c  <=> C03508_e 		-50.00	 50.00	  0.00
Tc2eC03820_c	C03820_c  <=> C03820_e 		-50.00	 50.00	  0.00
Tc2eC05781_c	C05781_c  <=> C05781_e 		-50.00	 50.00	  0.00
Tc2eC00187_c	C00187_c  <=> C00187_e 		-50.00	  0.00	  0.00
Tc2eC00712_c	C00712_c  <=> C00712_e 		-50.00	 50.00	  0.00
Tc2eC01530_c	C01530_c  <=> C01530_e 		-50.00	 50.00	  0.00
Tc2eC01595_c	C01595_c  <=> C01595_e 		-50.00	 50.00	  0.00
Tc2eC06424_c	C06424_c  <=> C06424_e 		-50.00	 50.00	  0.00
Tc2eC00120_c	C00120_c  <=> C00120_e 		-50.00	  0.00	  0.00
Tc2eC00440_c	C00440_c  <=> C00440_e 		-50.00	 50.00	  0.00
Tc2eC06453_c	C06453_c  <=> C06453_e 		-50.00	 50.00	  0.00
Tc2mC00001_c	C00001_c  <=> C00001_m 		-50.00	 50.00	  0.00
Tc2mC00007_c	C00007_c  <=> C00007_m 		-50.00	 50.00	  0.00
Tc2mC00009_c	C00009_c  <=> C00009_m 		-50.00	 50.00	  0.00
Tc2mC00011_c	C00011_c  <=> C00011_m 		-50.00	 50.00	  0.00
Tc2mC00013_c	C00013_c  <=> C00013_m 		-50.00	 50.00	  0.00
Tc2mC00014_c	C00014_c  <=> C00014_m 		-50.00	 50.00	  0.00
Tc2mC00019_c	C00019_c  <=> C00019_m 		-50.00	 50.00	  0.00
Tc2mC00021_c	C00021_c  <=> C00021_m 		-50.00	 50.00	  0.00
Tc2mC00022_c	C00022_c  <=> C00022_m 		-50.00	 50.00	  0.00
Tc2mC00025_c	C00025_c  <=> C00025_m 		-50.00	 50.00	  0.00
Tc2mC00026_c	C00026_c  <=> C00026_m 		-50.00	 50.00	  0.00
Tc2mC00027_c	C00027_c  <=> C00027_m 		-50.00	 50.00	  0.00
Tc2mC00036_c	C00036_c  <=> C00036_m 		-50.00	 50.00	  0.00
Tc2mC00037_c	C00037_c  <=> C00037_m 		-50.00	 50.00	  0.00
Tc2mC00041_c	C00041_c  <=> C00041_m 		-50.00	 50.00	  0.00
Tc2mC00051_c	C00051_c  <=> C00051_m 		-50.00	 50.00	  0.00
Tc2mC00064_c	C00064_c  <=> C00064_m 		-50.00	 50.00	  0.00
Tc2mC00065_c	C00065_c  <=> C00065_m 		-50.00	 50.00	  0.00
Tc2mC00080_c	C00080_c  -> C00080_m 		  0.00	 50.00	  0.00
Tc2mC00097_c	C00097_c  <=> C00097_m 		-50.00	 50.00	  0.00
Tc2mC00101_c	C00101_c  <=> C00101_m 		-50.00	 50.00	  0.00
Tc2mC00106_c	C00106_c  <=> C00106_m 		-50.00	 50.00	  0.00
Tc2mC00122_c	C00122_c  <=> C00122_m 		-50.00	 50.00	  0.00
Tc2mC00127_c	C00127_c  <=> C00127_m 		-50.00	 50.00	  0.00
Tc2mC00143_c	C00143_c  -> C00143_m 		  0.00	  0.00	  0.00
Tc2mC00149_c	C00149_c  <=> C00149_m 		-50.00	 50.00	  0.00
Tc2mC00158_c	C00158_c  <=> C00158_m 		-50.00	 50.00	  0.00
Tc2mC00311_c	C00311_c  <=> C00311_m 		-50.00	 50.00	  0.00
Tc2mC00417_c	C00417_c  <=> C00417_m 		-50.00	 50.00	  0.00
Tc2mC01079_c	C01079_c  <=> C01079_m 		-50.00	 50.00	  0.00
Tc2mC01528_c	C01528_c  <=> C01528_m 		-50.00	 50.00	  0.00
Tc2mC02090_c	C02090_c  <=> C02090_m 		-50.00	 50.00	  0.00
Tc2mC03170_c	C03170_c  <=> C03170_m 		-50.00	 50.00	  0.00
Tc2mC05684_c	C05684_c  <=> C05684_m 		-50.00	 50.00	  0.00
Tc2mC05703_c	C05703_c  <=> C05703_m 		-50.00	 50.00	  0.00
Tc2mC16663_c	C16663_c  <=> C16663_m 		-50.00	 50.00	  0.00
Tc2mC16664_c	C16664_c  <=> C16664_m 		-50.00	 50.00	  0.00
Tc2mC18902_c	C18902_c  <=> C18902_m 		-50.00	 50.00	  0.00
Tc2aC00001_c	C00001_c  <=> C00001_a 		-50.00	 50.00	  0.00
Tc2aC00009_c	C00009_c  <=> C00009_a 		-50.00	 50.00	  0.00
Tc2aC00011_c	C00011_c  <=> C00011_a 		-50.00	 50.00	  0.00
Tc2aC00013_c	C00013_c  <=> C00013_a 		-50.00	 50.00	  0.00
Tc2aC00014_c	C00014_c  <=> C00014_a 		-50.00	 50.00	  0.00
Tc2aC00019_c	C00019_c  <=> C00019_a 		-50.00	 50.00	  0.00
Tc2aC00022_c	C00022_c  <=> C00022_a 		-50.00	 50.00	  0.00
Tc2aC00025_c	C00025_c  <=> C00025_a 		-50.00	 50.00	  0.00
Tc2aC00026_c	C00026_c  <=> C00026_a 		-50.00	 50.00	  0.00
Tc2aC00027_c	C00027_c  <=> C00027_a 		-50.00	 50.00	  0.00
Tc2aC00037_c	C00037_c  <=> C00037_a 		-50.00	 50.00	  0.00
Tc2aC00041_c	C00041_c  <=> C00041_a 		-50.00	 50.00	  0.00
Tc2aC00047_c	C00047_c  <=> C00047_a 		-50.00	 50.00	  0.00
Tc2aC00049_c	C00049_c  <=> C00049_a 		-50.00	 50.00	  0.00
Tc2aC00051_c	C00051_c  <=> C00051_a 		-50.00	 50.00	  0.00
Tc2aC00062_c	C00062_c  <=> C00062_a 		-50.00	 50.00	  0.00
Tc2aC00064_c	C00064_c  <=> C00064_a 		-50.00	 50.00	  0.00
Tc2aC00065_c	C00065_c  <=> C00065_a 		-50.00	 50.00	  0.00
Tc2aC00073_c	C00073_c  <=> C00073_a 		-50.00	 50.00	  0.00
Tc2aC00078_c	C00078_c  <=> C00078_a 		-50.00	 50.00	  0.00
Tc2aC00079_c	C00079_c  <=> C00079_a 		-50.00	 50.00	  0.00
Tc2aC00080_c	C00080_c  <=> C00080_a 		-50.00	 50.00	  0.00
Tc2aC00082_c	C00082_c  <=> C00082_a 		-50.00	 50.00	  0.00
Tc2aC00097_c	C00097_c  <=> C00097_a 		-50.00	 50.00	  0.00
Tc2aC00101_c	C00101_c  <=> C00101_a 		-50.00	 50.00	  0.00
Tc2aC00106_c	C00106_c  <=> C00106_a 		-50.00	 50.00	  0.00
Tc2aC00123_c	C00123_c  <=> C00123_a 		-50.00	 50.00	  0.00
Tc2aC00127_c	C00127_c  <=> C00127_a 		-50.00	 50.00	  0.00
Tc2aC00135_c	C00135_c  <=> C00135_a 		-50.00	 50.00	  0.00
Tc2aC00143_c	C00143_c  <=> C00143_a 		-50.00	 50.00	  0.00
Tc2aC00148_c	C00148_c  <=> C00148_a 		-50.00	 50.00	  0.00
Tc2aC00152_c	C00152_c  <=> C00152_a 		-50.00	 50.00	  0.00
Tc2aC00183_c	C00183_c  <=> C00183_a 		-50.00	 50.00	  0.00
Tc2aC00188_c	C00188_c  <=> C00188_a 		-50.00	 50.00	  0.00
Tc2aC00249_c	C00249_c  <=> C00249_a 		-50.00	 50.00	  0.00
Tc2aC00256_c	C00256_c  <=> C00256_a 		-50.00	 50.00	  0.00
Tc2aC00288_c	C00288_c  <=> C00288_a 		-50.00	 50.00	  0.00
Tc2aC00407_c	C00407_c  <=> C00407_a 		-50.00	 50.00	  0.00
Tc2aC01528_c	C01528_c  <=> C01528_a 		-50.00	 50.00	  0.00
Tc2aC03263_c	C03263_c  <=> C03263_a 		-50.00	 50.00	  0.00
Tc2aC03451_c	C03451_c  <=> C03451_a 		-50.00	 50.00	  0.00
Tc2aC05335_c	C05335_c  <=> C05335_a 		-50.00	 50.00	  0.00
Tc2aC05703_c	C05703_c  <=> C05703_a 		-50.00	 50.00	  0.00
Tc2rC00001_c	C00001_c  <=> C00001_r 		-50.00	 50.00	  0.00
Tc2rC00007_c	C00007_c  <=> C00007_r 		-50.00	 50.00	  0.00
Tc2rC00011_c	C00011_c  <=> C00011_r 		-50.00	 50.00	  0.00
Tc2rC00013_c	C00013_c  <=> C00013_r 		-50.00	 50.00	  0.00
Tc2rC00033_c	C00033_c  <=> C00033_r 		-50.00	 50.00	  0.00
Tc2rC00037_c	C00037_c  <=> C00037_r 		-50.00	 50.00	  0.00
Tc2rC00041_c	C00041_c  <=> C00041_r 		-50.00	 50.00	  0.00
Tc2rC00051_c	C00051_c  <=> C00051_r 		-50.00	 50.00	  0.00
Tc2rC00065_c	C00065_c  <=> C00065_r 		-50.00	 50.00	  0.00
Tc2rC00080_c	C00080_c  <=> C00080_r 		-50.00	 50.00	  0.00
Tc2rC00114_c	C00114_c  <=> C00114_r 		-50.00	 50.00	  0.00
Tc2rC00116_c	C00116_c  <=> C00116_r 		-50.00	 50.00	  0.00
Tc2rC00127_c	C00127_c  <=> C00127_r 		-50.00	 50.00	  0.00
Tc2rC00189_c	C00189_c  <=> C00189_r 		-50.00	 50.00	  0.00
Tc2rC00641_c	C00641_c  <=> C00641_r 		-50.00	 50.00	  0.00
Tc2rC01528_c	C01528_c  <=> C01528_r 		-50.00	 50.00	  0.00
Tc2rC05684_c	C05684_c  <=> C05684_r 		-50.00	 50.00	  0.00
Tc2rC05703_c	C05703_c  <=> C05703_r 		-50.00	 50.00	  0.00
Tc2rC18902_c	C18902_c  <=> C18902_r 		-50.00	 50.00	  0.00
Tc2rC00422_c	C00422_c  <=> C00422_r 		-50.00	 50.00	  0.00
Tc2rC00836_c	C00836_c  <=> C00836_r 		-50.00	 50.00	  0.00
Tc2rC02934_c	C02934_c  <=> C02934_r 		-50.00	 50.00	  0.00
Tc2rC01092_c	C01092_c  <=> C01092_r 		-50.00	 50.00	  0.00
Tc2rC03201_c	C03201_c  <=> C03201_r 		-50.00	 50.00	  0.00
Tc2rC03454_c	C03454_c  <=> C03454_r 		-50.00	 50.00	  0.00
Tc2rC03508_c	C03508_c  <=> C03508_r 		-50.00	 50.00	  0.00
Tc2rC03820_c	C03820_c  <=> C03820_r 		-50.00	 50.00	  0.00
Tc2nC00001_c	C00001_c  <=> C00001_n 		-50.00	 50.00	  0.00
Tc2nC00009_c	C00009_c  <=> C00009_n 		-50.00	 50.00	  0.00
Tc2nC00019_c	C00019_c  <=> C00019_n 		-50.00	 50.00	  0.00
Tc2nC00021_c	C00021_c  <=> C00021_n 		-50.00	 50.00	  0.00
Tc2nC00080_c	C00080_c  <=> C00080_n 		-50.00	 50.00	  0.00
R00104_c	C00002_c + C00003_c  -> C00006_c + C00008_c 	PBANKA_0814300	  0.00	 50.00	  0.00
R00174_c	C00002_c + C00250_c  -> C00008_c + C00018_c 	PBANKA_1230800	  0.00	 50.00	  0.00
R00184_c	C00001_c + C01260_c  -> C00002_c + C00020_c 	PBANKA_1235300	  0.00	 50.00	  0.00
R00187_c	C00001_c + C06197_c  -> C00008_c + C00020_c 	PBANKA_0611900	  0.00	 50.00	  0.00
R00253_c	C00002_c + C00014_c + C00025_c  -> C00008_c + C00009_c + C00064_c + C00080_c 	PBANKA_0823500	  0.00	 50.00	  0.00
R00317_r	C00001_r + C00227_r  -> C00033_r + 2 C00080_r + C00009_r 	PBANKA_0936100	  0.00	 50.00	  0.00
R00332_c	C00002_c + C00144_c  <=> C00008_c + C00035_c 	PBANKA_0829700	-50.00	 50.00	  0.00
R00426_c	C00001_c + C00044_c  -> C00013_c + C00144_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R00428_c	C00001_c + C00044_c  <=> C05922_c 	PBANKA_1438900	-50.00	 50.00	  0.00
R00548_c	C00001_c + C00061_c  -> C00009_c + C00080_c + C00255_c 	PBANKA_0819000	  0.00	 50.00	  0.00
R00662_c	C00001_c + C00075_c  -> C00013_c + C00105_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R00720_c	C00001_c + C00081_c  -> C00013_c + C00130_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R00969_c	C00001_c + C06198_c  -> C00075_c + C00105_c 	PBANKA_1235300	  0.00	 50.00	  0.00
R01232_c	C00044_c + C00144_c  <=> C00001_c + C01261_c 	PBANKA_1235300	-50.00	  0.00	  0.00
R01378_c	C00166_c  <=> C02763_c 	PBANKA_1444000	-50.00	 50.00	  0.00
R01421_r	C00001_r + C06206_r  -> 2 C00080_r + C00009_r + C00180_r 	PBANKA_0936100	  0.00	 50.00	  0.00
R01496_c	C00040_c + C00319_c  <=> C00010_c + C00080_c + C00195_c 	PBANKA_1038300	-50.00	 50.00	  0.00
R01515_r	C00001_r + C00236_r  -> 2 C00080_r + C00009_r + C00197_r 	PBANKA_0936100	  0.00	 50.00	  0.00
R01818_c	C00275_c  <=> C00636_c 	PBANKA_0501700	-50.00	 50.00	  0.00
R01819_c	C00275_c  <=> C00085_c 	PBANKA_1228400	-50.00	 50.00	  0.00
R01855_c	C00001_c + C00286_c  -> C00013_c + C00362_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R01909_c	C00002_c + C00314_c  -> C00008_c + C00627_c 	PBANKA_1230800	  0.00	 50.00	  0.00
R02090_c	C00002_c + C00362_c  <=> C00008_c + C00361_c 	PBANKA_0829700	-50.00	 50.00	  0.00
R02100_c	C00001_c + C00460_c  -> C00013_c + C00365_c 	PBANKA_0618300 or PBANKA_0921300	  0.00	 50.00	  0.00
R02239_r	C00001_r + C00416_r  -> C00080_r + C00641_r + C00009_r 	PBANKA_0401800	  0.00	 50.00	  0.00
R02240_r	C00002_r + C00641_r  -> C00008_r + C00416_r 	PBANKA_0831200	  0.00	 50.00	  0.00
R02241_r	C00010_r + C00416_r  <=> C00040_r + C00681_r 	PBANKA_1308200	-50.00	 50.00	  0.00
R02265_c	C00427_c  <=> C00584_c 	PBANKA_1317400	-50.00	 50.00	  0.00
R02266_c	C00427_c  <=> C00696_c 	PBANKA_1023900	-50.00	 50.00	  0.00
R02493_c	C00002_c + C00534_c  -> C00008_c + C00647_c 	PBANKA_1230800	  0.00	 50.00	  0.00
R02530_c	C03451_c  <=> C00051_c + C00546_c 	PBANKA_0933900	-50.00	 50.00	  0.00
R02671_n	C00019_n + C00632_n  <=> C00021_n + C00080_n + C05831_n 	PBANKA_1461000	-50.00	 50.00	  0.00
R02720_c	C00001_c + C00700_c  -> C00013_c + C00655_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R02805_c	C00001_c + C04392_c  -> C00655_c + C00700_c 	PBANKA_1235300	  0.00	 50.00	  0.00
R02912_n	C00440_n + C00780_n  <=> C00101_n + C05659_n 	PBANKA_1461000	-50.00	 50.00	  0.00
R02971_c	C00002_c + C00831_c  -> C00008_c + C01134_c 	PBANKA_1022600 or putative_PBANKA_0611400	  0.00	 50.00	  0.00
R03018_c	C00002_c + C00864_c  -> C00008_c + C03492_c 	PBANKA_1022600 or putative_PBANKA_0611400	  0.00	 50.00	  0.00
R03269_c	C00080_c + C04352_c  -> C00011_c + C01134_c 	PBANKA_0714700	  0.00	 50.00	  0.00
R03342_c	C01179_c  <=> C05350_c 	PBANKA_1444000	-50.00	 50.00	  0.00
R03394_c	C00001_c + C01245_c  -> C00009_c + C00080_c + C01220_c 	PBANKA_0803200	  0.00	 50.00	  0.00
R03430_c	C00001_c + C01272_c  -> C00009_c + C00080_c + C01243_c 	PBANKA_0803200	  0.00	 50.00	  0.00
R03531_c	C00001_c + C01345_c  -> C00013_c + C06196_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R03613_c	C00002_c + C00014_c + C00080_c + C01573_c  -> C00013_c + C00020_c + C02872_c 	PBANKA_1437400	  0.00	 50.00	  0.00
R03789_c	C01449_c + C01977_c  <=> C00242_c + C01978_c 	PBANKA_0615100 or PBANKA_1010700 or PBANKA_1455600	-50.00	 50.00	  0.00
R03828_n	C00044_n + C02100_n  -> C00013_n + C02031_n 	PBANKA_1028100	  0.00	 50.00	  0.00
R03955_n	C00019_n + C02470_n  <=> C00021_n + C00080_n + C05830_n 	PBANKA_1461000	-50.00	 50.00	  0.00
R04230_c	C00002_c + C00097_c + C03492_c  <=> C00013_c + C00020_c + C04352_c 	PBANKA_0613600	-50.00	 50.00	  0.00
R04231_c	C00063_c + C00097_c + C03492_c  <=> C00013_c + C00055_c + C04352_c 	PBANKA_0613600	-50.00	 50.00	  0.00
R04391_c	C00002_c + C04079_c  -> C00008_c + C04352_c 	PBANKA_1022600 or putative_PBANKA_0611400	  0.00	 50.00	  0.00
R04639_c	C00001_c + C04895_c  <=> C06148_c 	PBANKA_1438900	-50.00	 50.00	  0.00
R04939_n	C05691_n + C05693_n  -> C05692_n + C05694_n 	PBANKA_1461000	  0.00	  0.00	  0.00
R05046_c	C00001_c + C05922_c  <=> C00080_c + C00058_c + C05923_c 	PBANKA_1438900	-50.00	 50.00	  0.00
R05048_c	C05923_c  <=> C06148_c 	PBANKA_1438900	-50.00	 50.00	  0.00
R05633_a	C11434_a + C00063_a  -> C00013_a + C11435_a 	PBANKA_0206400	  0.00	 50.00	  0.00
R05637_a	C11436_a  <=> C11453_a + C00055_a 	PBANKA_0306400	-50.00	 50.00	  0.00
R05970_c	C00043_c + C04500_c  <=> C00015_c + C04537_c 	PBANKA_1224300	-50.00	 50.00	  0.00
R06517_c	C00040_c + C00836_c  <=> C00010_c + C00080_c + C12126_c 	PBANKA_1038300	-50.00	 50.00	  0.00
R07459_r	C00002_r + C15810_r  -> C00013_r + C15813_r 	PBANKA_1141200	  0.00	 50.00	  0.00
R08243_c	C00001_c + C16617_c  -> C00013_c + C04646_c 	PBANKA_0618300	  0.00	 50.00	  0.00
R09087_c	C00002_c + C01204_c  -> C00008_c + C11526_c 	PBANKA_1414600	  0.00	 50.00	  0.00
R09381_r	C00173_r + C00681_r  <=> C00229_r + C00416_r 	PBANKA_1308200	-50.00	 50.00	  0.00
R09844_c	C00448_c + C20119_c  <=> C00013_c + C20120_c 	PBANKA_0901600	-50.00	 50.00	  0.00
R10205_c	C00001_c + C20440_c  -> C01151_c 	PBANKA_1452000	  0.00	 50.00	  0.00
R10209_c	C01977_c + C16675_c  <=> C00242_c + C20446_c 	PBANKA_0615100 or PBANKA_1010700 or PBANKA_1455600	-50.00	 50.00	  0.00
R10306_n	3 C00019_n + C04441_n  <=> 3 C00021_n + C01573_n 	PBANKA_1207300	-50.00	 50.00	  0.00
R10455_n	C00019_n + C20663_n  <=> C00170_n + C04441_n 	PBANKA_1028900	-50.00	 50.00	  0.00
R10463_c	C00002_c + C00080_c + C00188_c + C00288_c  -> C00001_c + C00013_c + C20641_c 	PBANKA_0602500	  0.00	 50.00	  0.00
R10548_c	C00002_c + C11174_c  -> C00008_c + C20690_c 	PBANKA_1414600	  0.00	 50.00	  0.00
R10586_n	C00019_n + C20649_n  <=> C00021_n + C20659_n 	PBANKA_1303600	-50.00	 50.00	  0.00
R10587_n	C00019_n + C00011_n + C20659_n  <=> C00021_n + C20660_n 	PBANKA_1303600	-50.00	 50.00	  0.00
R10648_c	C17324_c + C20641_c  <=> C00020_c + C20751_c 	PBANKA_0514600	-50.00	 50.00	  0.00
R10649_n	2 C00019_n + C17023_n + C20751_n  <=> C00021_n + C00073_n + C05198_n + C20752_n 	PBANKA_1121100	-50.00	 50.00	  0.00
R10815_n	C00001_n + C02339_n  -> C20183_n + C20863_n 	PBANKA_1407400	  0.00	 50.00	  0.00
R07762_r	C01209_r + C05764_r  -> C00011_r + C00229_r + C16219_r 	PBANKA_0820900	  0.00	 50.00	  0.00
R08360_c	C16663_c + C15498_c  -> C00001_c + C16664_c + C01335_c 	PBANKA_1302800	  0.00	 50.00	  0.00
R08362_c	C02090_c + C15498_c  <=> C00001_c + C03170_c + C01335_c 	PBANKA_1302800	-50.00	 50.00	  0.00
R00127_r	C00002_r + C00020_r  <=> 2 C00008_r 		-50.00	 50.00	  0.00
R01547_r	C00002_r + C00360_r  <=> C00008_r + C00206_r 		-50.00	 50.00	  0.00
R02352_r	C00003_r + C00951_r  <=> C00004_r + C00080_r + C00468_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R02353_r	C00006_r + C00951_r  <=> C00005_r + C00080_r + C00468_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R04681_r	C00003_r + C05141_r  <=> C00004_r + C00080_r + C05300_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R04682_r	C00006_r + C05141_r  <=> C00005_r + C00080_r + C05300_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R08945_r	C00004_r + C00080_r + C05284_r  <=> C00003_r + C18075_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R08980_r	C00005_r + C00080_r + C05284_r  <=> C00006_r + C18075_r 	PBANKA_0522400	-50.00	 50.00	  0.00
R02352_a	C00003_a + C00951_a  <=> C00004_a + C00080_a + C00468_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R02353_a	C00006_a + C00951_a  <=> C00005_a + C00080_a + C00468_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04681_a	C00003_a + C05141_a  <=> C00004_a + C00080_a + C05300_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R04682_a	C00006_a + C05141_a  <=> C00005_a + C00080_a + C05300_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R08945_a	C00004_a + C00080_a + C05284_a  <=> C00003_a + C18075_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R08980_a	C00005_a + C00080_a + C05284_a  <=> C00006_a + C18075_a 	PBANKA_0823800	-50.00	 50.00	  0.00
R03938_n	C00019_n + C02415_n  <=> C00021_n + C03702_n 	PBANKA_1128500 or PBANKA_0702900 or PBANKA_1001600	-50.00	 50.00	  0.00
R10086_c	C00001_c + C00025_c + 2 C00139_c  <=> C00014_c + C00026_c + 2 C00080_c + 2 C00138_c 	PBANKA_1014100	-50.00	 50.00	  0.00
R10996_m	C00068_m + C00109_m  <=> C00011_m + C21017_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R10997_m	C15972_m + C21017_m  <=> C00068_m + C21018_m 	PBANKA_1104200 and PBANKA_1411100	-50.00	 50.00	  0.00
R00157_c	C00020_c + C00075_c  <=> C00008_c + C00015_c 	PBANKA_1207200	-50.00	 50.00	  0.00
R01334_c	C00001_c + C00988_c  -> C00009_c + C00080_c + C00160_c 	PBANKA_1421300	  0.00	 50.00	  0.00
R01440_c	C00067_c + C00231_c  <=> C00118_c + C00184_c 	PBANKA_0109100	-50.00	 50.00	  0.00
R02018_c	C00015_c + C00342_c  -> C00001_c + C00343_c + C01346_c 	PBANKA_0611600 and PBANKA_1036600	  0.00	 50.00	  0.00
R03383_c	C00002_c + C00010_c + C00080_c + C02170_c  -> C00013_c + C00020_c + C01213_c 	PBANKA_1118700	  0.00	 50.00	  0.00
R07376_r	C00065_r + C00350_r  <=> C02737_r + C00189_r 	PBANKA_1142700	-50.00	 50.00	  0.00
R08549_m	C00003_m + C00010_m + C00026_m  -> C00004_m + C00011_m + C00091_m 	( PBANKA_0710100 and PBANKA_1419100 ) or PBANKA_1446900	  0.00	 50.00	  0.00
